,x,y,z,w,ra,dec,redshift,dist
119,28.85,-25.05,11.57,34.093,2.2683,25.6183,,39.921047
120,56.39,-84.38,24.88,35.683,2.2691,10.5653,,104.49321
121,34.31,-50.66,15.09,34.963,2.2675,10.919,,63.01841
122,-9.29,-64.53,0.9,35.033,2.2641,-32.9143,,65.20149
123,43.65,-14.36,15.95,33.993,2.3694,47.3558,,48.640873
124,48.37,-15.15,17.61,35.133,2.3868,48.1353,,53.65903
125,59.27,-47.4,23.28,35.083,2.4508,27.8321,,79.38294
126,122.69,-101.94,48.38,35.923,2.4647,26.7909,,166.68901
127,-10.46,-13.34,-2.79,32.623,2.4696,-64.3716,,17.179968
128,30.64,-26.27,12.13,33.553,2.4723,25.9238,,42.14332
129,49.3,-36.47,19.14,34.543,2.4987,29.91,,64.240875
130,58.25,-46.02,22.77,35.303,2.513,28.1501,,77.649055
131,16.63,-56.12,8.97,34.149,2.5977,-7.0845,,59.215473
132,-20.5,-53.77,-3.9,34.603,2.5831,-46.4193,,57.67732
133,62.01,-87.23,26.36,36.073,2.5907,12.1415,,110.223236
134,59.18,-45.3,22.92,35.613,2.6099,28.9878,,77.97236
135,30.8,-26.48,12.1,34.023,2.608,25.8319,,42.382076
136,56.74,-43.42,21.94,34.923,2.6364,28.9963,,74.740135
137,22.39,-73.44,11.87,35.233,2.6533,-6.6397,,77.6894
138,-48.08,-80.79,-11.86,35.399,2.6634,-56.8035,,94.75954
139,36.14,-23.72,13.73,33.873,2.6703,32.9831,,45.356926
140,36.18,-23.4,13.7,34.363,2.6953,33.3528,,45.2133
141,71.3,-61.86,27.83,35.873,2.7375,25.5599,,98.41168
142,-11.36,-74.52,0.2,35.253,2.8026,-33.5786,,75.381165
143,59.07,-45.3,22.63,34.553,2.8094,28.9064,,77.80406
144,27.43,-48.0,11.95,34.153,2.843,6.3892,,56.561535
145,-48.49,-81.1,-12.16,35.829,2.8455,-56.9573,,95.26991
146,52.99,-42.09,20.27,35.163,2.9088,27.9479,,70.64263
147,58.47,-45.51,22.28,35.683,2.9379,28.4989,,77.37118
148,-6.97,-74.1,1.5,35.103,2.9454,-30.1341,,74.4422
149,30.56,-25.69,11.7,33.693,3.0054,26.3931,,41.602642
150,74.33,-65.72,28.58,36.183,3.025,24.9884,,103.25156
151,33.65,-47.31,13.82,34.063,3.0372,12.0457,,59.67873
152,52.73,-41.92,20.02,35.233,3.039,27.9099,,70.27474
153,19.62,-45.99,9.0,33.929,3.0253,-0.4153,,50.803783
154,-4.49,-100.73,3.55,35.059,3.0604,-27.19,,100.892494
155,50.15,-48.77,19.46,35.393,3.0655,22.3219,,72.6101
156,48.61,-37.59,18.38,35.083,3.0658,28.6489,,64.13863
157,44.72,-102.38,20.15,36.043,3.1437,0.0498,,113.523415
158,38.26,-69.15,16.31,35.073,3.1595,5.5053,,80.694275
159,38.42,-37.73,14.8,34.683,3.1998,22.0233,,55.845226
160,54.7,-42.03,20.5,35.103,3.2041,28.8056,,71.9643
161,35.56,-22.94,13.1,33.533,3.2271,33.3614,,44.298615
162,39.84,-20.03,14.39,34.403,3.2532,39.2459,,46.856148
163,35.12,-107.99,16.92,36.099,3.2651,-5.7253,,114.81089
164,-31.53,-145.2,-3.98,36.289,3.3318,-37.5145,,148.6372
165,29.49,-33.98,11.47,33.573,3.3622,17.4864,,46.431255
166,15.94,-47.18,7.47,34.393,3.3934,-5.0931,,50.357094
167,44.84,-13.51,15.67,34.813,3.4263,48.6959,,49.38314
168,50.84,-37.04,18.72,35.333,3.4367,30.1951,,65.62854
169,32.21,-26.44,11.95,33.633,3.4854,26.9675,,43.35159
170,34.49,-98.6,15.91,35.359,3.4491,-4.4751,,105.662895
171,7.74,-10.49,3.05,31.673,3.5031,12.9639,,13.388435
172,0.04,-1.61,0.08,29.06,3.5164,-23.1821,,1.6124825
173,27.47,-45.82,11.13,34.383,3.5532,7.4112,,54.5706
174,23.53,-77.51,11.11,35.249,3.5774,-6.9836,,81.76119
175,8.93,-18.4,3.76,32.873,3.5724,2.2556,,20.795252
176,13.77,-32.5,5.93,33.388,3.6328,-0.7377,,35.79145
177,26.24,-42.28,10.48,34.763,3.6521,8.2796,,50.852398
178,32.7,-36.16,12.38,34.613,3.667,18.582,,50.3001
179,-24.52,-36.34,-6.74,34.099,3.6785,-60.3284,,44.353733
180,14.48,-48.64,6.77,33.709,3.686,-7.3452,,51.19915
181,103.5,-121.68,39.2,37.133,3.762,16.8371,,164.48378
182,14.28,-47.2,6.56,34.153,3.782,-7.1067,,49.74728
183,0.28,1.14,0.05,26.484,3.7233,-39.1966,,1.1749468
184,22.11,-69.8,9.98,34.933,3.8221,-6.3452,,73.89514
185,-48.54,-80.79,-13.12,34.969,3.8187,-57.2449,,95.15929
186,0.03,-0.56,0.03,28.4,3.8547,-21.4445,,0.56160486
187,32.35,-37.34,12.12,34.075,3.8786,17.3284,,50.869366
188,0.29,2.36,0.01,26.38,3.8802,-32.1806,,2.377772
189,-9.77,-70.87,-0.71,34.289,3.9333,-33.0306,,71.54379
190,23.81,-28.71,8.91,33.243,3.963,16.0895,,38.34799
191,30.37,-39.34,11.44,34.473,3.9897,14.0757,,50.99849
192,35.14,-25.77,12.45,34.073,4.1189,29.9239,,45.32014
193,18.21,-30.58,6.97,33.693,4.1841,7.076,,36.26736
194,4.48,-6.16,1.67,30.523,4.2012,12.35,,7.7977495
195,11.41,-33.64,4.8,32.923,4.212,-5.2684,,35.845192
196,15.7,-60.75,7.01,34.549,4.2619,-9.6798,,63.136303
197,41.51,-18.11,14.21,34.333,4.2711,42.1612,,47.465527
198,2.65,-28.6,1.72,33.113,4.2925,-19.3014,,28.773962
199,36.23,-98.15,14.84,35.209,4.2904,-3.7137,,105.67053
200,26.4,-44.89,9.98,34.743,4.3304,6.7231,,53.025208
201,20.41,-65.61,8.56,35.023,4.3765,-6.8247,,69.242424
202,18.52,-52.57,7.54,34.333,4.4007,-4.6262,,56.244526
203,35.08,-25.41,12.22,33.723,4.3994,30.2049,,45.0067
204,41.17,-36.51,14.5,34.443,4.4241,24.6673,,56.905174
205,4.52,-6.42,1.66,31.306,4.4397,11.4503,,8.02511
206,39.29,-34.97,13.78,34.403,4.4992,24.5631,,54.373646
207,-46.16,-71.96,-13.22,35.213,4.5056,-59.0837,,86.508705
208,-10.7,-71.66,-1.64,34.539,4.5192,-33.8746,,72.473
209,35.8,-39.74,12.72,34.833,4.5439,18.2923,,54.97914
210,-14.08,-65.45,-2.91,34.573,4.5249,-37.7094,,67.010574
211,31.77,-34.98,11.23,33.913,4.6052,18.5163,,48.570015
212,45.36,-13.59,15.14,33.943,4.5997,48.7317,,49.713554
213,19.78,-61.28,7.92,34.103,4.6391,-6.272,,64.87845
214,11.65,-71.91,5.49,34.539,4.6624,-15.3223,,73.05416
215,17.33,-61.23,7.03,34.569,4.7112,-8.4586,,64.02236
216,44.17,-13.86,14.69,35.083,4.7215,48.0167,,48.568348
217,20.42,-53.72,7.85,34.569,4.7292,-3.2761,,58.00377
218,29.33,-27.09,10.13,33.853,4.7526,23.4762,,41.19143
219,2.5,-72.51,2.39,34.633,4.7704,-22.9364,,72.59244
220,65.03,-78.83,22.82,35.943,4.7843,15.7494,,104.708275
221,33.17,-35.36,11.56,34.513,4.7502,19.3979,,49.84187
222,0.78,-94.78,2.29,35.243,4.789,-24.523,,94.81087
223,15.54,-64.97,6.38,34.893,4.8368,-10.9442,,67.106606
224,32.24,-37.55,11.21,33.723,4.8609,16.8661,,50.74529
225,43.97,-14.48,14.53,35.003,4.8963,47.2411,,48.519608
226,28.71,-38.16,10.08,34.373,4.8624,13.161,,48.806313
227,31.92,-35.24,10.99,34.803,4.9449,18.3598,,48.80086
228,39.11,-35.69,13.32,34.813,4.9531,23.7726,,54.59662
229,27.18,-41.81,9.58,34.513,4.9471,9.1669,,50.779964
230,50.11,-52.21,17.13,34.803,4.9986,20.0049,,74.36621
231,10.26,-31.71,3.88,33.244,5.0004,-6.3337,,33.55363
232,39.21,-106.94,14.56,36.559,5.0118,-4.0517,,114.82848
233,4.41,-6.36,1.54,31.303,5.0213,10.8792,,7.89109
234,44.39,-55.0,15.34,34.853,4.9894,15.0921,,72.32419
235,32.95,-35.07,11.28,34.353,4.9932,19.4024,,49.42515
236,-40.81,-76.21,-11.84,35.553,5.0259,-54.5231,,87.25598
237,27.62,-44.88,9.65,34.163,5.0838,7.7003,,53.57426
238,-4.51,0.44,-1.46,24.45,5.0962,59.2931,,4.760809
239,44.14,-14.35,14.43,33.793,5.1426,47.4342,,48.605423
240,2.25,-73.27,1.82,34.933,5.1753,-23.2829,,73.327126
241,80.12,-134.57,27.7,37.453,5.2077,6.8075,,159.04587
242,37.19,-36.67,12.48,33.459,5.2157,21.5366,,53.69856
243,38.59,-36.68,12.88,34.619,5.2618,22.5664,,54.776863
244,58.65,-95.4,20.14,36.383,5.2497,7.6221,,113.783134
245,83.92,-69.31,27.85,35.933,5.277,26.5133,,112.34796
246,36.84,-35.26,12.27,34.419,5.2953,22.3573,,52.450035
247,50.77,-37.08,16.73,34.183,5.3238,29.858,,65.05699
248,38.27,-35.7,12.71,34.183,5.3229,23.0909,,53.857468
249,38.16,-36.42,12.66,34.575,5.3436,22.4336,,54.248295
250,31.68,-36.16,10.6,33.593,5.3343,17.3409,,49.22934
251,37.97,-36.14,12.59,33.759,5.3565,22.5117,,53.910378
252,48.31,-92.14,16.51,35.693,5.3911,3.594,,105.33858
253,37.39,-35.59,12.38,34.633,5.3707,22.5058,,53.08413
254,44.17,-41.91,14.61,35.053,5.3897,22.592,,62.617004
255,52.08,-38.3,17.11,34.833,5.3796,29.6621,,66.87278
256,15.23,-56.75,5.44,34.273,5.4631,-9.4922,,59.0094
257,38.34,-37.11,12.6,34.019,5.4799,22.0064,,54.825794
258,29.75,-27.09,9.74,34.173,5.5212,23.737,,41.398045
259,44.4,-12.91,14.28,33.193,5.5052,49.1334,,48.39366
260,13.57,-37.27,4.66,33.683,5.5425,-4.3464,,39.936367
261,36.65,-37.24,11.99,34.803,5.5632,20.6078,,53.607838
262,27.89,-40.61,9.24,33.793,5.5563,10.4916,,50.123863
263,50.56,-37.35,16.37,34.683,5.6101,29.5039,,64.95624
264,15.58,-54.2,5.35,35.233,5.641,-8.4864,,56.648026
265,69.0,-50.13,22.22,35.593,5.6905,29.9397,,88.13481
266,36.26,-60.56,11.88,35.203,5.7078,6.8174,,71.57818
267,87.48,-78.39,28.24,35.153,5.7084,24.1523,,120.81076
268,10.88,-60.09,3.81,34.649,5.7207,-14.5344,,61.185772
269,86.39,-74.53,27.81,36.433,5.7392,25.2123,,117.43658
270,3.71,-70.15,1.57,35.083,5.7388,-22.1187,,70.26558
271,30.82,-36.43,9.98,34.593,5.7378,16.253,,48.750565
272,-49.97,-85.5,-15.37,35.489,5.7562,-56.8347,,100.2172
273,30.44,-37.97,9.68,33.983,5.9508,14.6839,,49.618713
274,48.99,-37.71,15.5,35.153,5.9726,28.3328,,63.736286
275,38.89,-34.59,12.3,34.533,5.986,24.3058,,53.480747
276,51.94,-44.02,16.4,35.163,6.0095,25.6624,,70.03202
277,12.72,-67.61,3.99,34.849,6.0849,-14.2322,,68.91176
278,13.87,-36.83,4.33,33.813,6.1178,-3.8569,,39.59261
279,13.22,-68.4,4.07,34.859,6.1521,-13.9564,,69.78462
280,34.44,-25.57,10.77,32.783,6.1538,29.2872,,44.225914
281,36.91,-23.56,11.54,33.563,6.1612,33.2561,,45.283478
282,24.69,-73.5,7.62,35.063,6.181,-6.0229,,77.90963
283,33.82,-24.85,10.55,33.783,6.1936,29.5601,,43.27375
284,34.66,-34.46,10.8,34.093,6.1819,21.101,,50.054443
285,12.57,-68.38,3.65,34.883,6.3264,-14.5574,,69.62149
286,51.48,-35.36,15.99,34.213,6.2639,31.3445,,64.4686
287,41.76,-70.22,12.8,34.793,6.2922,6.4909,,82.69574
288,43.4,-72.33,13.21,34.693,6.3536,6.7063,,85.3797
289,29.11,-38.6,8.94,34.151,6.3199,12.8838,,49.1658
290,-20.56,-74.4,-6.75,35.133,6.3546,-41.6023,,77.48313
291,43.26,-15.32,13.41,35.043,6.3746,45.9217,,47.811695
292,30.85,-26.89,9.49,33.683,6.375,24.8111,,42.010174
293,16.76,-56.73,4.9,34.083,6.4257,-8.2828,,59.356552
294,18.68,-45.65,5.53,34.143,6.4489,-2.2849,,49.63311
295,65.78,-82.66,19.88,35.903,6.4958,14.348,,107.49371
296,12.45,-33.92,3.59,33.443,6.5724,-4.4922,,36.310562
297,0.31,1.12,0.11,26.49,6.639,-41.8556,,1.1673046
298,-2.11,-15.48,-0.81,32.233,6.6933,-33.677,,15.644123
299,47.8,-32.31,14.44,34.563,6.7029,31.7032,,59.475117
300,14.29,-35.15,4.04,33.299,6.7277,-2.5009,,38.1582
301,45.31,-12.32,13.86,33.503,6.7355,50.0307,,48.95792
302,14.73,-35.01,4.17,33.729,6.7425,-1.7861,,38.21076
303,10.28,-14.22,3.01,32.243,6.7622,11.5838,,17.803003
304,14.78,-34.62,4.09,33.409,6.8754,-1.5136,,37.864506
305,15.19,-35.04,4.16,33.773,6.9573,-1.2,,38.416706
306,4.81,-9.05,1.35,32.003,6.9648,3.4897,,10.337364
307,14.72,-34.92,4.01,33.273,6.9683,-1.8103,,38.10728
308,18.23,-35.71,5.05,33.033,6.9943,2.5074,,40.410885
309,19.36,-64.21,4.95,34.243,7.0101,-8.121,,67.247574
310,47.5,-33.15,14.0,34.443,7.0625,30.8031,,59.591717
311,18.51,-35.16,5.1,34.113,7.0574,3.2336,,40.06065
312,-34.42,-84.61,-11.91,35.749,7.0648,-48.6674,,92.11643
313,70.29,-55.65,20.58,35.553,7.0884,27.3691,,91.984474
314,17.75,-34.71,4.85,33.923,7.0923,2.5272,,39.285736
315,4.83,-8.53,1.33,30.673,7.1109,5.0044,,9.892356
316,21.79,-69.04,5.48,34.993,7.116,-7.3905,,72.6041
317,36.16,-22.95,10.64,34.373,7.1432,33.2722,,44.13001
318,15.34,-71.34,3.41,34.889,7.1654,-13.0102,,73.050255
319,46.03,-31.68,13.5,34.193,7.1444,31.1554,,57.48594
320,19.01,-36.48,5.16,33.123,7.1591,2.9541,,41.458366
321,13.58,-56.79,3.13,34.979,7.1646,-11.6406,,58.47493
322,14.51,-10.84,4.22,30.903,7.213,28.9396,,18.597153
323,16.71,-55.84,4.01,35.059,7.2523,-8.3184,,58.424393
324,20.82,-13.78,6.09,32.753,7.2085,32.1739,,25.6992
325,-0.76,0.31,-0.23,29.12,7.2672,43.4308,,0.85240835
326,48.24,-32.88,13.97,34.963,7.3472,31.3819,,60.027935
327,28.1,-38.63,7.67,33.093,7.4148,11.6014,,48.380943
328,30.56,-153.6,5.99,35.919,7.3824,-13.9935,,156.72508
329,-1.45,-11.51,-0.69,30.553,7.4104,-33.2599,,11.621476
330,16.0,-34.12,4.11,32.783,7.41,0.4103,,37.90866
331,-12.93,-27.91,-4.54,33.309,7.4238,-51.5207,,31.092838
332,36.76,-35.75,10.35,34.813,7.4321,21.4769,,52.3114
333,47.96,-32.65,13.77,34.755,7.4726,31.3932,,59.630505
334,-2.01,-69.98,-2.22,35.043,7.4825,-27.4973,,70.04405
335,7.7,-30.74,1.59,33.273,7.5305,-11.1136,,31.729572
336,22.49,-44.54,5.72,34.203,7.5449,2.0936,,50.222805
337,-22.55,-85.91,-8.89,36.893,7.551,-41.1014,,89.26401
338,-1.63,-13.04,-0.82,31.353,7.5911,-33.244,,13.167038
339,-27.38,-91.72,-10.58,36.109,7.6224,-43.0903,,96.30244
340,47.02,-20.26,13.66,34.373,7.6321,42.1098,,52.990032
341,-4.07,-69.37,-3.06,35.113,7.6913,-29.3428,,69.55663
342,22.76,-70.62,4.91,35.683,7.7451,-7.2159,,74.35933
343,28.21,-99.99,5.75,35.759,7.7426,-9.4042,,104.05223
344,58.88,-105.38,14.71,35.993,7.7892,4.5032,,121.606674
345,22.3,-49.08,5.3,34.013,7.8003,-0.4073,,54.1685
346,17.06,-54.87,3.56,34.833,7.8088,-7.8408,,57.57112
347,8.22,-31.24,1.58,33.973,7.8054,-10.4815,,32.34196
348,-12.72,-68.27,-5.76,34.419,7.8082,-36.8539,,69.68335
349,4.26,-76.91,-0.92,35.493,7.8151,-22.56,,77.03339
350,33.79,-25.11,9.41,33.453,7.8242,28.9931,,43.13727
351,21.67,-33.28,5.53,33.633,7.8495,8.4667,,40.096485
352,8.89,-14.88,2.23,31.073,7.8588,6.2068,,17.476252
353,6.9,-67.14,0.09,34.923,7.8674,-19.7613,,67.49368
354,21.09,-32.46,5.36,33.103,7.8723,8.4006,,39.079014
355,8.13,-30.9,1.51,33.143,7.8992,-10.5061,,31.987295
356,68.51,-84.29,17.98,36.153,7.8995,14.6123,,110.09861
357,-0.98,-72.02,-2.51,34.993,7.9556,-26.7206,,72.07039
358,48.64,-32.65,13.44,34.423,8.0503,31.6815,,60.104122
359,46.77,-31.7,12.91,33.503,8.0505,31.4163,,57.956802
360,-19.23,-72.39,-8.09,35.153,8.062,-41.3839,,75.336266
361,9.36,-18.04,2.18,32.923,8.1285,2.5742,,20.440245
362,31.45,-28.47,8.39,33.803,8.1351,23.3951,,43.243908
363,0.16,-26.3,-0.86,32.803,8.1672,-25.6075,,26.314543
364,8.98,-35.9,1.43,33.863,8.1776,-11.3181,,37.033707
365,46.27,-32.13,12.63,34.603,8.1851,30.7506,,57.730118
366,26.8,-36.41,6.68,33.903,8.2103,11.7368,,45.70066
367,45.76,-31.89,12.45,33.953,8.2204,30.6509,,57.14851
368,12.42,-56.89,1.61,34.423,8.2929,-13.1463,,58.252216
369,26.92,-42.02,6.42,34.413,8.3143,7.9051,,50.314842
370,-5.52,1.66,-1.57,24.299,8.2999,48.5086,,5.974186
371,16.12,-34.32,3.51,33.833,8.3118,0.201,,38.07935
372,-76.78,-89.68,-25.96,36.379,8.2564,-67.4763,,120.87842
373,18.57,-35.54,4.13,33.573,8.4006,2.681,,40.311207
374,35.17,-31.78,9.17,34.473,8.3995,23.3978,,48.28029
375,9.18,-32.7,1.4,33.803,8.5117,-9.7053,,33.992977
376,-0.38,-12.93,-0.64,31.823,8.5646,-27.8037,,12.951406
377,62.23,-104.4,13.98,36.263,8.5835,5.9367,,122.34122
378,17.06,-74.68,1.94,34.759,8.5812,-12.6562,,76.62839
379,48.05,-23.19,13.15,34.553,8.5913,39.6011,,54.949986
380,54.37,-72.22,12.97,35.633,8.6026,12.2685,,91.32385
381,28.85,-53.04,6.23,34.923,8.6361,3.6023,,60.69907
382,48.91,-74.6,11.24,34.903,8.6207,8.4506,,89.90932
383,-0.82,-12.48,-0.77,31.223,8.6361,-30.0179,,12.530591
384,3.84,-12.57,0.58,30.323,8.6947,-8.3965,,13.156249
385,30.03,-22.66,7.81,33.413,8.7038,28.41,,38.422295
386,47.78,-23.11,12.98,34.663,8.7123,39.5451,,54.639553
387,45.36,-30.01,11.96,34.373,8.7332,31.9487,,55.68816
388,43.8,-15.68,12.1,35.103,8.776,45.5293,,48.06987
389,-13.09,-67.24,-6.83,34.449,8.8047,-37.558,,68.84196
390,52.62,-37.71,13.67,35.013,8.8026,29.7995,,66.16477
391,1.64,-35.3,-1.13,32.983,8.8462,-23.375,,35.356136
392,21.5,-52.21,3.85,33.969,8.8914,-2.8487,,56.59467
393,16.43,-43.79,2.76,33.673,8.9004,-4.7332,,46.852177
394,27.53,-40.85,6.12,34.783,8.9017,9.1242,,49.639477
395,35.63,-31.14,8.9,34.293,8.9442,24.2372,,48.149834
396,3.01,-29.62,-0.5,33.903,8.9145,-20.1253,,29.776745
397,26.01,-38.76,5.76,34.403,8.9145,8.9973,,47.03228
398,0.17,-12.58,-0.54,29.773,8.9444,-25.3741,,12.592732
399,11.81,-55.29,0.82,34.673,8.9534,-13.6106,,56.543194
400,49.09,-32.52,12.71,34.793,8.9825,31.8703,,60.24054
401,38.84,-34.17,9.65,33.623,8.9913,24.0373,,52.62373
402,12.36,-44.14,1.47,32.553,9.0083,-9.8885,,45.861423
403,36.27,-32.0,8.98,34.393,9.0167,23.9581,,49.195053
404,63.1,-60.68,15.35,35.303,9.0419,21.4645,,88.877975
405,15.52,-48.0,2.17,34.233,9.0366,-7.5373,,50.49336
406,22.47,-39.47,4.6,32.833,9.0439,4.6352,,45.65021
407,14.64,-61.56,1.24,34.849,9.0525,-12.2584,,63.289024
408,37.35,-23.77,9.65,33.023,9.0765,32.9032,,45.311787
409,54.57,-104.68,10.6,35.953,9.1041,2.4265,,118.52488
410,60.83,-58.22,14.59,35.413,9.1898,21.568,,85.455986
411,45.14,-31.06,11.45,34.563,9.1859,30.8311,,55.97719
412,-2.45,-68.54,-4.23,34.283,9.2136,-28.3669,,68.714096
413,31.55,-27.75,7.67,34.883,9.2148,23.9912,,42.711754
414,18.28,-33.61,3.52,33.773,9.2547,3.4328,,38.4211
415,-11.16,-31.05,-4.84,33.313,9.2757,-46.6441,,33.34777
416,31.33,-152.11,0.64,36.109,9.4265,-14.1797,,155.30432
417,1.69,-27.35,-0.96,33.203,9.3066,-22.587,,27.418976
418,39.81,-29.12,9.89,34.273,9.3383,29.1492,,50.305294
419,3.8,-35.59,-0.81,33.449,9.3398,-19.9343,,35.801456
420,2.21,-35.18,-1.28,34.053,9.3932,-22.5493,,35.27258
421,65.19,-94.75,13.57,35.643,9.3921,9.5568,,115.807785
422,7.95,-55.72,-0.79,34.579,9.4428,-17.8495,,56.28983
423,24.22,-43.39,4.55,34.643,9.4468,4.024,,49.89993
424,24.4,-41.81,4.65,33.963,9.4907,5.1479,,48.631866
425,37.13,-23.76,9.31,34.183,9.4753,32.6892,,45.053864
426,40.31,-69.7,7.65,35.353,9.4818,4.9114,,80.87959
427,27.19,-40.84,5.5,33.813,9.4903,8.6352,,49.370556
428,-36.06,-71.92,-14.37,35.503,9.5107,-53.6299,,81.72703
429,22.29,-42.02,3.98,34.783,9.5515,2.7286,,47.73222
430,20.27,-103.92,-0.17,35.293,9.5767,-14.8489,,105.878555
431,40.1,-28.94,9.78,34.963,9.5967,29.4725,,50.410137
432,31.9,-38.11,6.91,32.873,9.5988,15.0395,,50.17699
433,40.21,-28.85,9.8,34.263,9.6175,29.6251,,50.45004
434,40.54,-28.38,9.91,34.573,9.6324,30.2897,,50.46904
435,40.14,-28.98,9.74,35.113,9.6489,29.4476,,50.457188
436,33.93,-37.34,7.47,34.673,9.6655,17.4031,,51.00315
437,47.27,-20.26,12.26,34.443,9.6807,41.9972,,52.869915
438,52.23,-43.1,12.31,34.673,9.6999,25.7177,,68.82673
439,60.24,-95.7,11.41,35.779,9.7278,7.0627,,113.655334
440,-5.84,1.75,-1.55,24.051,9.7406,48.3374,,6.290517
441,16.5,-55.05,1.38,34.532,9.7509,-9.0146,,57.486145
442,25.22,-41.66,4.64,33.143,9.7713,6.0211,,48.919666
443,60.61,-94.72,11.49,35.779,9.7692,7.4927,,113.037476
444,-1.05,-65.51,-4.32,34.843,9.8261,-27.3492,,65.66068
445,22.98,-41.11,3.99,34.142,9.8276,3.9524,,47.265553
446,23.95,-41.81,4.2,33.933,9.8518,4.5688,,48.366505
447,59.25,-95.17,10.89,35.889,9.8596,6.7341,,112.63429
448,7.07,-35.36,-0.2,33.303,9.8769,-14.6563,,36.06043
449,-9.68,-60.54,-6.52,34.743,9.8896,-35.8033,,61.65472
450,21.38,-38.25,3.66,34.033,9.8872,3.9334,,43.972294
451,22.4,-41.79,3.73,34.083,9.8952,2.8874,,47.5613
452,22.74,-33.6,4.32,34.033,9.907,8.9653,,40.8011
453,59.38,-94.85,10.7,36.229,9.9832,6.8486,,112.4144
454,-38.22,-68.75,-15.25,35.509,10.0554,-56.1531,,80.12424
455,-4.02,1.74,-1.02,24.47,10.092,41.6854,,4.497599
456,59.17,-94.84,10.37,35.979,10.1169,6.7198,,112.264206
457,59.98,-95.42,10.53,35.779,10.1274,6.9173,,113.19654
458,11.94,4.21,3.63,31.993,10.146,83.2225,,13.170596
459,2.77,-12.87,-0.08,31.333,10.146,-13.8728,,13.164961
460,1.23,-70.66,-4.36,35.013,10.1484,-25.442,,70.80507
461,-9.25,-12.57,-3.44,31.293,10.184,-63.4407,,15.98127
462,22.72,-42.32,3.5,34.073,10.2155,2.8417,,48.16047
463,-38.29,-68.76,-15.39,34.909,10.2036,-56.2142,,80.19298
464,17.15,-79.03,-0.57,34.073,10.2297,-13.7755,,80.87143
465,35.42,-23.39,8.32,34.233,10.2652,31.7328,,43.253796
466,31.46,-37.13,6.22,34.013,10.3175,15.2172,,49.061768
467,32.01,-26.49,7.08,33.813,10.3662,25.4997,,42.148388
468,9.97,-35.02,0.31,33.693,10.3912,-10.0214,,36.412872
469,52.75,-38.23,12.0,35.083,10.4067,29.2026,,66.2427
470,-14.98,-54.61,-8.06,34.179,10.416,-42.321,,57.198044
471,2.01,-12.21,-0.31,31.853,10.4394,-16.8617,,12.378219
472,43.58,-146.14,1.65,36.457,10.4601,-9.3029,,152.50848
473,20.97,-47.37,2.45,33.829,10.4519,-1.7387,,51.861935
474,38.19,-24.0,8.91,34.262,10.4654,32.9913,,45.97678
475,40.24,-148.74,0.5,36.179,10.4721,-10.8328,,154.08795
476,88.36,-47.62,21.1,35.973,10.5193,36.805,,102.568825
477,49.28,-30.46,11.47,33.763,10.5325,33.4061,,59.05837
478,1.76,-12.31,-0.42,31.983,10.5613,-18.1617,,12.44227
479,22.26,-44.84,2.88,34.883,10.5662,0.8455,,50.14407
480,39.78,-28.28,8.94,33.303,10.5931,29.6985,,49.619858
481,-0.32,0.15,-0.08,29.23,10.6254,40.5758,,0.3623534
482,22.29,-41.47,3.06,34.343,10.6638,2.7374,,47.180172
483,20.71,-46.21,2.27,33.999,10.6535,-1.5288,,50.689457
484,36.39,-25.69,8.14,34.063,10.6653,29.8755,,45.282093
485,-5.49,2.47,-1.33,24.448,10.6741,40.8652,,6.165217
486,-5.3,2.34,-1.29,24.352,10.6848,41.2689,,5.935461
487,3.31,-64.35,-3.94,34.632,10.6905,-23.5613,,64.55542
488,27.31,-102.34,-0.35,36.729,10.7849,-11.1276,,105.92183
489,49.41,-30.37,11.34,34.303,10.7229,33.5226,,59.09552
490,0.05,-0.66,-0.04,28.41,10.7652,-22.2476,,0.6630988
491,46.57,-11.82,11.9,33.573,10.8483,50.6767,,49.498356
492,16.44,-34.39,1.83,33.643,10.8659,-0.125,,38.161427
493,18.38,-51.73,1.0,33.139,10.8686,-6.3487,,54.907352
494,37.14,-26.01,8.18,34.973,10.8726,30.0525,,46.073986
495,20.07,-50.42,1.55,34.129,10.8891,-4.1178,,54.289814
496,2.44,-64.24,-4.44,34.533,10.9372,-24.4214,,64.43947
497,37.07,-23.35,8.31,34.183,10.9617,32.853,,44.59219
498,22.76,-45.71,2.59,33.673,10.9662,0.8019,,51.128563
499,23.77,-60.01,1.71,34.643,10.9764,-4.2454,,64.568855
500,74.71,-60.02,15.62,36.073,11.0157,26.2073,,97.097725
501,27.48,-103.82,-0.83,36.409,10.9982,-11.3058,,107.39847
502,37.77,-29.66,7.92,33.903,11.0523,26.8457,,48.672527
503,51.28,-148.96,1.82,36.239,11.0834,-6.9938,,157.5501
504,28.95,-31.95,5.19,34.283,11.2277,16.9377,,43.426273
505,67.52,-93.16,10.37,36.413,11.3067,10.5025,,115.52174
506,16.38,-55.25,-0.26,33.923,11.2878,-9.6318,,57.62755
507,19.33,-79.09,-1.58,35.979,11.35,-12.5361,,81.43324
508,0.24,-64.93,-5.57,34.428,11.3849,-26.5653,,65.168915
509,-4.09,-54.76,-5.93,34.263,11.4649,-31.1998,,55.23179
510,-18.22,-66.36,-10.83,34.803,11.5257,-42.5298,,69.66281
511,-37.21,-69.05,-16.2,35.183,11.5381,-55.5683,,80.09324
