,x,y,z,w,ra,dec,redshift,dist
44221,90.51,136.6,20.9,37.679,181.176,59.4352,,165.19211
44222,90.39,136.59,20.85,38.039,181.1709,59.4009,,165.11179
44223,105.86,153.62,26.85,36.949,182.2851,60.7038,,188.48439
44224,97.65,146.79,26.98,36.879,183.8208,59.968,,178.35568
44225,97.74,147.27,26.8,37.959,183.7034,59.8868,,178.77304
44226,96.8,147.78,25.37,37.469,183.0492,59.4289,,178.47354
44227,116.27,167.88,32.67,37.709,183.9767,61.0934,,206.80846
44228,127.9,187.14,36.54,37.509,184.3086,60.7761,,229.5974
44229,78.04,122.97,31.8,38.329,191.3701,59.6142,,149.07416
44230,104.67,167.31,42.32,37.949,191.0844,59.2198,,201.8401
44231,66.45,104.45,25.24,36.329,189.8119,59.5282,,126.342636
44232,104.18,166.25,38.25,37.619,189.0203,59.052,,199.88896
44233,107.45,165.39,37.5,37.549,188.1133,59.8932,,200.76256
44234,66.75,107.02,24.17,37.619,188.7182,58.8976,,128.4252
44235,66.03,105.76,23.97,37.539,188.7731,58.9307,,126.96338
44236,70.63,108.33,25.94,38.479,189.2034,60.107,,131.89719
44237,100.48,162.6,45.04,37.649,193.4106,59.1072,,196.37614
44238,99.64,161.56,44.24,37.679,193.1523,59.0385,,194.90239
44239,100.83,163.53,45.31,35.353,193.4466,59.0538,,197.3873
44240,84.7,138.44,35.41,38.499,191.6678,58.7099,,166.11319
44241,99.07,147.56,42.82,37.109,193.3712,61.2315,,182.81786
44242,109.96,186.74,63.19,38.039,199.3827,58.2499,,225.73438
44243,110.29,182.33,64.58,38.449,200.4731,58.931,,222.66272
44244,103.33,170.38,52.04,38.889,196.1713,58.8218,,205.94804
44245,107.4,169.99,55.31,36.989,197.4342,59.9043,,208.5439
44246,102.79,163.91,56.14,36.719,199.0511,59.78,,201.45464
44247,95.93,165.62,59.83,37.719,201.5067,57.9121,,200.52974
44248,63.13,106.01,38.09,37.699,201.0747,58.5655,,129.12926
44249,105.65,175.05,63.22,37.809,201.0981,58.8914,,214.01213
44250,139.62,239.13,83.05,37.949,200.2366,58.0718,,289.09204
44251,140.39,238.13,83.33,38.119,200.3667,58.3081,,288.71982
44252,92.9,153.9,52.88,37.309,199.5755,58.8558,,187.38173
44253,111.97,182.56,62.52,37.499,199.2977,59.2381,,223.10129
44254,106.03,172.2,62.23,37.269,200.9124,59.3727,,211.58397
44255,106.5,175.35,63.43,37.449,201.0858,59.0422,,214.73993
44256,104.33,171.6,61.98,36.569,201.0267,59.0665,,210.17332
44257,104.3,169.6,66.58,37.649,203.6336,59.3658,,209.94177
44258,105.29,171.27,67.64,37.679,203.8392,59.3573,,212.11923
44259,103.63,169.71,67.29,37.959,204.0343,59.1932,,209.92523
44260,96.87,166.51,68.44,36.689,205.6521,58.026,,204.43437
44261,101.29,171.84,69.43,36.879,204.9683,58.3425,,211.20885
44262,102.03,173.3,68.31,37.249,204.1479,58.3204,,212.38942
44263,102.68,173.01,64.94,37.579,202.483,58.505,,211.40683
44264,106.38,175.17,66.39,35.729,202.584,59.0596,,215.42717
44265,103.92,173.14,66.08,36.499,202.9175,58.7776,,212.46974
44266,105.17,175.3,67.88,37.759,203.3994,58.7693,,215.40314
44267,105.65,171.08,72.91,37.189,206.4705,59.4301,,213.88351
44268,84.53,188.81,18.9,36.249,182.9539,49.9137,,207.72998
44269,98.67,224.74,19.53,37.429,182.1746,49.31,,246.22197
44270,98.83,222.53,18.25,36.219,181.6707,49.4521,,244.17213
44271,76.72,161.96,9.82,36.819,179.2498,50.3673,,179.481
44272,66.34,138.34,11.91,36.949,181.0256,51.0759,,153.88567
44273,88.33,190.45,15.64,37.669,181.1511,50.3218,,210.51842
44274,117.46,253.23,21.34,36.839,181.3149,50.3628,,279.96014
44275,89.44,192.33,16.97,38.289,181.5865,50.4812,,212.78703
44276,93.21,198.78,17.59,37.929,181.5003,50.6562,,220.25214
44277,107.68,224.97,20.97,35.589,181.6008,51.158,,250.29228
44278,102.77,222.69,22.38,36.869,182.6236,50.5314,,246.27905
44279,74.13,172.89,19.65,37.549,184.4728,49.2782,,189.13574
44280,99.13,223.8,23.28,36.979,183.375,49.7647,,245.8763
44281,87.45,188.61,17.52,36.859,181.9817,50.5004,,208.6341
44282,116.56,253.97,26.51,38.569,182.9886,50.4838,,280.69516
44283,107.8,239.2,31.77,37.189,185.3992,50.5504,,264.28546
44284,101.86,228.11,29.84,35.869,185.3485,50.3375,,251.59503
44285,104.21,233.65,30.78,36.399,185.4326,50.3264,,257.6809
44286,114.47,249.54,32.74,36.209,185.0721,50.8855,,276.4878
44287,33.54,138.26,237.35,36.989,255.6344,33.4299,,276.7233
44288,124.86,171.1,-6.97,37.819,163.1951,57.6785,,211.92879
44289,20.69,93.41,156.1,37.819,254.7083,33.1619,,183.08662
44290,21.45,93.96,156.58,35.219,254.6955,33.383,,183.86375
44291,33.55,129.25,206.57,36.999,253.8388,34.7668,,245.97221
44292,12.17,47.41,75.56,37.589,253.7305,34.7196,,90.028496
44293,28.47,122.65,209.16,37.709,255.3555,33.2234,,244.13412
44294,31.73,128.67,221.47,36.909,255.7425,33.5079,,258.09247
44295,13.6,54.79,94.18,37.399,255.7223,33.5669,,109.80335
44296,31.85,128.92,222.29,37.889,255.7925,33.4999,,258.93558
44297,35.83,138.13,237.28,37.679,255.8121,33.8798,,276.8853
44298,38.16,145.58,246.88,37.009,255.4937,34.1137,,289.1357
44299,42.7,144.37,242.29,35.469,255.5402,35.17,,285.25504
44300,43.84,145.99,245.35,36.549,255.6226,35.2751,,288.84537
44301,38.54,133.28,230.74,36.699,256.3086,34.5886,,269.23938
44302,38.73,142.05,247.32,35.229,256.2973,34.0716,,287.82877
44303,29.85,143.44,244.48,35.769,255.1139,32.5685,,285.02023
44304,27.44,141.46,242.98,37.899,255.1906,32.0944,,282.49454
44305,28.44,140.71,236.65,37.719,254.6976,32.5493,,276.78757
44306,27.3,114.8,190.83,37.579,254.7172,33.6792,,224.3667
44307,36.75,144.56,243.18,36.469,255.1997,33.994,,285.27997
44308,30.37,130.59,220.56,37.089,255.1012,33.3456,,258.11392
44309,11.86,54.33,90.71,36.649,254.6496,33.0847,,106.398834
44310,27.61,121.84,207.16,39.059,255.224,33.1043,,241.91437
44311,33.19,136.23,233.23,35.859,255.5715,33.491,,272.1331
44312,32.01,129.02,221.63,35.939,255.7029,33.5733,,258.43887
44313,31.83,128.74,221.59,37.439,255.7491,33.5265,,258.24265
44314,32.11,128.67,222.45,36.549,255.888,33.5369,,258.98074
44315,32.2,129.13,222.44,38.319,255.7896,33.5752,,259.21216
44316,32.04,129.11,222.15,37.639,255.7488,33.5545,,258.93353
44317,35.08,133.84,231.44,38.719,256.0147,33.8723,,269.64462
44318,36.35,132.04,229.06,38.449,256.2258,34.1885,,266.87894
44319,34.23,136.2,236.5,38.069,256.0214,33.5313,,275.0534
44320,32.52,121.85,213.17,35.959,256.3671,33.8584,,247.6821
44321,14.89,50.72,91.87,36.409,257.5263,34.1215,,105.99211
44322,35.6,121.52,218.69,37.149,257.3551,34.1888,,252.70494
44323,35.83,119.3,214.31,37.399,257.3802,34.4051,,247.88113
44324,11.57,45.27,80.91,37.919,256.8201,33.2954,,93.43268
44325,35.01,119.97,214.24,37.589,257.1452,34.2587,,248.02676
44326,34.48,118.63,212.43,37.799,257.2052,34.1933,,245.74062
44327,30.82,118.38,208.32,37.069,256.4604,33.6104,,241.58005
44328,12.93,45.18,79.8,37.749,256.8049,34.2512,,92.60916
44329,12.61,45.15,79.68,37.549,256.7174,34.0806,,92.446945
44330,14.44,54.76,94.63,37.739,256.0133,33.9219,,110.281494
44331,31.89,124.96,219.13,37.309,256.3191,33.515,,254.2635
44332,32.19,129.33,222.43,38.219,255.7428,33.5812,,259.30203
44333,32.18,129.76,221.4,37.489,255.5232,33.6518,,258.63327
44334,32.1,129.02,221.6,37.989,255.7061,33.5938,,258.42432
44335,31.66,128.59,215.08,36.729,254.9682,33.8412,,252.58098
44336,27.85,91.83,154.88,36.379,255.7495,35.3123,,182.19821
44337,37.35,124.98,212.17,37.149,255.8796,35.1043,,249.0605
44338,29.74,91.88,154.74,37.639,255.9121,35.8871,,182.40305
44339,29.68,91.46,157.09,36.779,256.4466,35.6424,,184.18225
44340,35.63,118.25,212.77,36.709,257.4324,34.407,,246.01552
44341,35.77,119.09,213.02,37.399,257.2699,34.4619,,246.65652
44342,15.47,109.83,212.79,38.339,257.7971,29.4656,,239.96153
44343,18.25,132.8,250.82,36.999,257.1352,29.6247,,284.39334
44344,15.25,109.53,205.52,36.879,256.9849,29.7345,,233.38348
44345,21.6,116.09,216.16,37.299,257.2155,31.0165,,246.30995
44346,10.61,44.43,78.66,37.839,256.4133,32.9638,,90.96149
44347,28.14,110.42,197.38,37.439,256.8157,33.2728,,227.91074
44348,13.03,53.04,98.54,37.399,257.7137,32.5706,,112.6639
44349,13.11,102.27,215.65,37.439,259.7037,28.3591,,239.03127
44350,17.61,114.24,239.96,37.099,259.8381,29.0001,,266.34882
44351,16.09,114.13,214.02,38.399,256.9867,29.7843,,243.0825
44352,18.01,104.67,216.14,38.179,259.5992,29.5924,,240.82498
44353,16.41,104.58,216.07,36.609,259.4801,29.2269,,240.60863
44354,6.66,36.68,76.01,38.139,259.7694,29.7798,,84.6599
44355,20.82,108.72,220.26,37.529,259.325,30.2537,,246.51161
44356,19.9,116.49,234.52,38.289,258.993,29.8219,,262.61295
44357,3.54,78.27,166.77,39.269,259.2457,26.3424,,184.25786
44358,1.88,50.62,109.05,37.409,259.4327,26.0761,,120.240685
44359,32.98,129.83,208.27,37.349,253.8868,34.564,,247.62856
44360,41.23,140.67,230.56,37.369,254.8681,35.4022,,273.21396
44361,14.88,112.93,243.55,35.869,260.249,28.2327,,268.87024
44362,13.3,118.3,248.65,38.119,259.4948,28.0198,,275.67844
44363,19.69,110.96,239.24,37.569,260.6343,29.2771,,264.4534
44364,80.56,175.48,76.04,38.869,208.7635,52.7856,,207.52162
44365,81.92,169.1,72.99,36.619,208.3923,53.9019,,201.57687
44366,81.5,175.31,77.61,36.589,209.409,53.0237,,208.32465
44367,74.97,176.19,81.77,36.329,211.2893,51.2174,,208.20602
44368,71.18,161.93,74.55,37.629,210.9145,51.8566,,191.95213
44369,81.59,175.08,77.7,38.049,209.4789,53.0708,,208.19997
44370,107.2,231.22,103.85,35.609,209.8986,52.9535,,275.20782
44371,103.73,229.01,103.75,38.229,210.2756,52.4723,,271.97345
44372,47.03,103.97,48.36,37.799,211.1639,52.411,,123.93656
44373,90.67,200.55,96.15,37.439,212.1921,52.3542,,240.17946
44374,85.59,184.78,91.02,38.169,213.0546,52.7887,,223.05591
44375,70.69,174.46,97.74,37.229,217.9025,49.8815,,212.10016
44376,69.4,174.48,97.23,37.669,217.7314,49.5692,,211.4552
44377,70.86,177.17,91.98,34.739,215.2345,49.864,,211.82698
44378,85.02,197.61,108.59,36.889,217.1256,51.0512,,240.97697
44379,77.84,184.99,101.13,37.739,216.9719,50.6507,,224.73906
44380,35.12,80.85,45.24,36.699,217.7762,51.1714,,99.079735
44381,71.28,166.59,95.21,36.819,218.568,50.81,,204.69003
44382,49.04,145.16,121.76,37.369,232.8402,44.6237,,195.70857
44383,45.97,141.89,113.19,37.629,230.8954,44.4451,,187.2378
44384,46.96,144.42,110.76,36.439,229.4339,44.775,,187.96318
44385,48.13,144.44,112.29,37.349,229.9704,45.0211,,189.17836
44386,48.42,144.75,112.63,36.859,230.0089,45.0684,,189.69073
44387,30.54,84.22,66.89,37.549,230.9088,46.0896,,111.803276
44388,50.01,138.54,110.66,37.719,231.1158,45.9767,,184.22803
44389,53.13,151.68,122.22,35.589,231.3944,45.4637,,201.90926
44390,38.96,134.74,119.65,36.719,234.6589,42.1618,,184.36072
44391,37.14,133.26,123.53,36.779,236.1546,41.3769,,185.46501
44392,51.02,186.62,170.55,38.149,235.6061,41.2852,,257.9096
44393,50.11,161.39,145.64,38.129,235.3851,42.8875,,223.08911
44394,49.31,159.62,147.08,37.909,236.1403,42.6357,,222.58156
44395,49.52,159.98,147.48,37.169,236.1615,42.6573,,223.15057
44396,-131.46,180.24,153.65,37.469,229.4561,1.181,,270.88098
44397,-82.69,205.88,-16.94,37.479,188.3059,3.2003,,222.51106
44398,104.84,140.51,27.16,37.389,182.1683,62.9263,,177.40392
44399,84.1,154.65,125.36,37.729,232.704,53.0621,,216.11238
44400,118.45,124.96,-159.67,38.229,120.4191,28.6106,,234.8189
44401,102.54,159.25,-43.14,37.899,152.3019,48.2728,,194.25775
44402,73.15,137.81,7.6,38.399,177.1741,52.663,,156.20589
44403,110.68,254.86,66.14,38.309,195.7094,51.1957,,285.61896
44404,-38.23,49.37,33.85,37.979,224.1354,-2.1084,,71.02642
44405,75.45,114.88,22.17,38.469,184.8873,59.7734,,139.21791
44406,105.36,153.53,29.37,37.769,183.8661,60.8242,,188.50673
44407,102.64,170.77,67.16,37.899,203.8965,58.8126,,210.25658
44408,103.28,170.11,63.93,34.769,202.3107,59.0514,,209.02444
44409,22.54,103.36,177.04,37.419,255.3389,32.7856,,206.23895
44410,-124.33,196.77,93.7,37.119,216.4017,0.5904,,250.91049
44411,-135.43,254.7,-9.62,37.679,192.3338,-2.0088,,288.62766
44412,145.4,120.5,-114.3,37.819,118.8555,41.4221,,220.73944
44413,110.33,145.05,74.86,38.039,212.7758,64.3178,,197.01836
44414,108.6,170.07,67.36,37.269,203.5878,60.2853,,212.73254
44415,103.26,168.31,94.38,37.409,217.2558,58.5576,,218.8572
44416,-117.93,171.05,164.19,35.859,232.6653,3.4986,,264.80927
44417,86.88,135.87,115.51,36.549,235.3936,55.9773,,198.37175
44418,-28.73,171.55,60.3,37.269,208.6692,20.7171,,184.09483
44419,-79.66,-32.64,-110.85,38.329,108.0453,-53.3923,,140.35245
44420,-25.31,180.59,-90.63,37.369,163.0062,8.7804,,203.63483
44421,-27.02,-44.97,-95.33,37.069,84.2697,-38.9333,,108.81264
44422,-39.82,133.54,9.3,35.529,194.7964,10.5016,,139.66049
44423,-5.16,172.43,196.61,37.469,241.043,27.9822,,261.56113
44424,102.77,169.25,74.34,37.569,207.6894,58.9914,,211.50336
44425,68.25,169.63,-164.33,38.059,135.6486,20.7414,,245.83887
44426,25.23,-70.82,-52.03,37.169,46.3089,-14.3811,,91.42837
44427,14.47,-42.81,-82.05,36.929,73.6808,-17.455,,93.67113
44428,-43.14,159.77,193.2,34.999,241.2703,19.1937,,254.38898
44429,-61.95,-45.3,-79.21,36.189,90.6648,-58.7258,,110.29105
44430,92.62,167.16,-165.86,35.999,131.9426,24.9143,,253.04242
44431,34.77,82.48,80.63,36.599,239.1879,46.3469,,120.47033
44432,-73.28,254.4,-19.22,35.869,186.875,8.8249,,265.4406
44433,-29.26,-60.69,-121.89,37.489,81.8895,-37.2213,,139.27167
44434,-31.03,32.74,3.4,38.449,202.7691,-15.1016,,45.236362
44435,-81.97,87.06,124.52,36.819,242.2261,0.13,,172.63763
44436,111.47,157.38,-20.01,35.999,158.1848,54.6465,,193.89282
44437,-10.91,184.54,58.12,36.199,205.8136,26.1673,,193.78331
44438,41.72,123.03,-197.02,37.139,126.8605,8.6193,,235.99538
44439,71.66,143.73,-207.38,37.269,126.1917,14.8542,,262.29742
44440,146.15,95.41,-110.54,36.709,111.3043,41.5172,,206.59618
44441,-20.86,94.07,151.23,37.079,249.8793,20.6716,,179.31764
44442,-6.66,87.29,45.37,38.369,216.9537,26.4835,,98.60191
44443,125.09,107.2,-156.92,37.299,115.4589,29.2855,,227.51535
44444,121.22,121.0,-224.29,37.229,115.5649,19.8085,,282.2079
44445,108.01,102.61,-176.33,36.879,115.6187,22.7705,,230.84029
44446,70.64,61.36,-87.94,37.029,115.8852,29.5794,,128.40756
44447,77.39,79.77,-147.25,37.749,116.0075,19.3221,,184.48584
44448,106.46,103.82,-174.35,37.899,116.2091,22.8725,,229.15114
44449,111.75,94.23,-119.16,37.439,116.4798,33.634,,188.59073
44450,100.53,88.27,-119.31,36.369,116.6282,30.9489,,179.2561
44451,98.6,86.79,-116.88,36.939,116.7075,30.9973,,175.82776
44452,111.6,94.68,-118.27,37.949,116.7162,33.8316,,188.16656
44453,132.08,117.19,-156.66,36.369,116.9253,31.0255,,236.05292
44454,131.04,119.81,-162.53,38.149,117.318,29.9874,,240.71127
44455,99.88,92.7,-126.86,36.479,117.4918,29.4304,,186.17938
44456,145.34,135.34,-182.26,37.639,117.7152,29.797,,269.55396
44457,97.79,106.81,-178.43,37.719,117.7854,20.8447,,229.80106
44458,144.75,137.17,-187.43,37.619,117.8646,29.034,,273.67532
44459,62.34,65.37,-102.67,37.129,117.9222,23.2405,,136.75029
44460,71.02,72.95,-111.19,37.529,117.9586,24.4443,,150.7606
44461,123.39,114.27,-148.1,36.949,118.0162,30.9493,,224.09001
44462,62.7,65.76,-102.37,38.349,118.0264,23.4728,,136.87689
44463,93.86,89.9,-122.91,38.029,118.0391,28.7969,,178.88147
44464,68.78,72.49,-112.86,37.209,118.0915,23.3746,,150.74106
44465,66.55,71.03,-112.26,39.459,118.0989,22.7346,,148.58153
44466,96.95,92.31,-123.76,38.149,118.1463,29.449,,182.3101
44467,96.84,92.37,-123.73,36.669,118.189,29.435,,182.26167
44468,74.08,83.12,-135.88,36.269,118.3748,20.9117,,175.6706
44469,96.26,93.12,-124.22,37.839,118.4741,29.2532,,182.66891
44470,95.83,92.85,-123.57,37.879,118.5245,29.2824,,181.86275
44471,91.39,89.3,-119.07,37.309,118.6475,29.0543,,174.65477
44472,127.23,117.57,-137.82,37.889,119.0481,33.6786,,221.36967
