ra,dec,dist,sigma_dist,d_dist
7.213,28.9396,18.597153,0.4312441651779187,0.4312441651779187
7.2523,-8.3184,58.424393,0.76435850881638,0.573933100543089
7.2085,32.1739,25.6992,0.5069437838656276,0.5069437838656276
7.2672,43.4308,0.85240835,0.09232596330393744,0.06746947731751274
7.3472,31.3819,60.027935,0.7747769679075391,-0.7747769679075391
7.4148,11.6014,48.380943,0.6955641091948319,-0.04657022406470463
7.3824,-13.9935,156.72508,1.251898877705384,-1.251898877705384
7.4104,-33.2599,11.621476,0.3409028600642711,-0.17668308057632262
7.41,0.4103,37.90866,0.6157000893292124,0.6157000893292124
7.4238,-51.5207,31.092838,0.5576095228742063,0.3554949241108387
7.4321,21.4769,52.3114,0.7232662027220683,-0.5055127570450576
7.4726,31.3932,59.630505,0.7722079059424347,-0.7722079059424347
7.4825,-27.4973,70.04405,0.8369232342335826,0.02743609519494587
7.5305,-11.1136,31.729572,0.5632900851248849,-0.5632900851248849
7.5449,2.0936,50.222805,0.7086804992378442,-0.4756240268440343
7.551,-41.1014,89.26401,0.9447963272578911,0.2947854027912907
7.5911,-33.244,13.167038,0.3628641343533417,0.3628641343533417
7.6224,-43.0903,96.30244,0.9813380661117759,0.5974008058760892
7.6321,42.1098,52.990032,0.7279425252037417,-0.7279425252037417
7.6913,-29.3428,69.55663,0.8340061750370916,0.2538437314870779
7.7451,-7.2159,74.35933,0.862318560625944,0.06211588718666012
7.7426,-9.4042,104.05223,1.0200599492186722,0.422192903479371
7.7892,4.5032,121.606674,1.1027541611800882,1.1027541611800882
7.8003,-0.4073,54.1685,0.7359925271359757,-0.7359925271359757
7.8088,-7.8408,57.57112,0.7587563508795165,-0.4485034778903866
7.8054,-10.4815,32.34196,0.5686999208721591,0.3360483790154393
7.8082,-36.8539,69.68335,0.8347655359440758,-0.8347655359440758
7.8151,-22.56,77.03339,0.8776866753004742,0.8776866753004742
7.8242,28.9931,43.13727,0.6567896923673513,0.241932826337145
7.8495,8.4667,40.096485,0.6332178535069901,0.5360720943291524
7.8588,6.2068,17.476252,0.4180460740157716,-0.23868075618337578
7.8674,-19.7613,67.49368,0.8215453730622552,0.6685437942578077
7.8723,8.4006,39.079014,0.6251320980400863,0.6251320980400863
7.8992,-10.5061,31.987295,0.5655731164049438,0.13170954759119155
7.8995,14.6123,110.09861,1.049278847590096,0.24595189856497743
7.9556,-26.7206,72.07039,0.848942813150568,0.2295059500720655
8.0503,31.6815,60.104122,0.7752684825271823,-0.6693243732915288
8.0505,31.4163,57.956802,0.7612936489949198,-0.112312647311583
8.062,-41.3839,75.336266,0.867964665179407,-0.13238416881232684
8.1285,2.5742,20.440245,0.45210889175064894,0.1733357751168573
8.1351,23.3951,43.243908,0.6576010036488692,0.6574854282406846
8.1672,-25.6075,26.314543,0.5129770267760536,-0.5129770267760536
8.1776,-11.3181,37.033707,0.6085532597891494,-0.07607465290405958
8.1851,30.7506,57.730118,0.7598033824615418,0.7598033824615418
8.2103,11.7368,45.70066,0.6760226327572177,-0.5026824721291461
8.2204,30.6509,57.14851,0.7559663352292879,-0.621593332213182
8.2929,-13.1463,58.252216,0.7632313934843089,0.1544064367018258
8.3143,7.9051,50.314842,0.7093295566942069,0.5989473728461057
8.2999,48.5086,5.974186,0.2444214802344508,0.002792773413377431
8.3118,0.201,38.07935,0.6170846781439319,0.6170846781439319
8.2564,-67.4763,120.87842,1.0994472247452354,0.9419997663111855
8.4006,2.681,40.311207,0.6349110725133088,0.5344808815323945
8.3995,23.3978,48.28029,0.6948401974555014,0.3850224191933846
8.5117,-9.7053,33.992977,0.5830349646462037,0.5830349646462037
8.5646,-27.8037,12.951406,0.35988061909472147,-0.07383371560363061
8.5835,5.9367,122.34122,1.106079653551226,-1.106079653551226
8.5812,-12.6562,76.62839,0.8753764333131205,0.8753764333131205
8.5913,39.6011,54.949986,0.7412825776989501,-0.33928461399101834
8.6026,12.2685,91.32385,0.9556351291157101,0.10309434235881455
8.6361,3.6023,60.69907,0.7790960787990144,0.7790960787990144
8.6207,8.4506,89.90932,0.9482052520419828,-0.9482052520419828
8.6361,-30.0179,12.530591,0.3539857483006908,-0.3539857483006908
8.6947,-8.3965,13.156249,0.36271543942876217,-0.36271543942876217
8.7038,28.41,38.422295,0.619857201297202,-0.49225109818370233
8.7123,39.5451,54.639553,0.7391857209118694,0.32497310155791886
8.7332,31.9487,55.68816,0.7462449999832496,0.3911725567510359
8.776,45.5293,48.06987,0.6933243829550495,0.1915476249093822
8.8047,-37.558,68.84196,0.8297105519396508,-0.8297105519396508
8.8026,29.7995,66.16477,0.8134172975785554,-0.8134172975785554
8.8462,-23.375,35.356136,0.5946102589091447,0.0323191994816155
8.8914,-2.8487,56.59467,0.7522942908197563,-0.3549144166517093
8.9004,-4.7332,46.852177,0.6844865009625829,0.31444335947429947
8.9017,9.1242,49.639477,0.7045528865883668,0.49456345360536735
8.9442,24.2372,48.149834,0.6939008142378852,0.09592584226693067
8.9145,-20.1253,29.776745,0.5456807216678999,0.41478997059154327
8.9145,8.9973,47.03228,0.6858008457270959,0.1571933542183837
8.9444,-25.3741,12.592732,0.35486239586634144,0.1881000313939234
8.9534,-13.6106,56.543194,0.7519520862395423,-0.5298805301322335
8.9825,31.8703,60.24054,0.7761477952039805,-0.13940500283875626
8.9913,24.0373,52.62373,0.72542215295647,0.14274573968726037
9.0083,-9.8885,45.861423,0.6772106245474889,0.5556706012964291
9.0167,23.9581,49.195053,0.7013918519629381,-0.2761668499806508
9.0419,21.4645,88.877975,0.9427511601690025,0.4913310349835444
9.0366,-7.5373,50.49336,0.7105867997648141,-0.1889015364004935
9.0439,4.6352,45.65021,0.6756493913265963,-0.07941729381046021
9.0525,-12.2584,63.289024,0.795543989984212,0.6599188884597124
9.0765,32.9032,45.311787,0.6731403048399346,-0.6731403048399346
9.1041,2.4265,118.52488,1.0886913244809109,-1.0886913244809109
9.1898,21.568,85.455986,0.9244240693534543,-0.9244240693534543
9.1859,30.8311,55.97719,0.748179056108897,-0.748179056108897
